Hours,HPHtgLd_W,HPClgLd_W
1481,0,66789.8
1482,0,15881.8
1483,0,1615.5
1484,0,0
1485,0,0
1486,13638.2,0
1487,28686.9,0
1488,59903.3,0
1489,65657.4,0
1490,96486.3,0
1491,85392.7,0
1492,113132.7,0
1493,95582.5,0
1494,123680.5,0
1495,101987.2,0
1496,104431.7,0
1497,79846.1,0
1498,89762.8,0
1499,66849,0
1500,73907.7,0
1501,58655.2,0
1502,61972.5,0
1503,49091.1,0
1504,54665.4,0
1505,44589.2,0
1506,55124.5,0
1507,55311,0
1508,70099.2,0
1509,64125.8,0
1510,99260.4,0
1511,83294.1,0
1512,103858.1,0
1513,82928.9,0
1514,90096.6,0
1515,72293.3,0
1516,81125.8,0
1517,66201.2,0
1518,76187.2,0
1519,62797,0
1520,43170.4,0
1521,18694.8,0
1522,15804.5,0
1523,8268.9,160.5
1524,4946,8346.4
1525,384.4,16249.3
