Hour,building1_htg_clg:EFT [C],building1_htg_clg:ExFT [C],building1_htg_clg:Q_htg [W],building1_htg_clg:Q_clg [W],building1_htg_clg:Q_net [W],building1_htg_clg:M_flow [kg/s],building1_htg_clg:P_hp_htg [W],building1_htg_clg:P_hp_clg [W],building1_htg_clg:P_hp_tot [W],building1_htg_clg:P_pump [W],building1_htg_clg:Q_src_clg [W],building1_htg_clg:Q_src_htg [W],building1_htg_clg:Q_src_het [W],building1_dhw:EFT [C],building1_dhw:ExFT [C],building1_dhw:Q_htg [W],building1_dhw:Q_clg [W],building1_dhw:Q_net [W],building1_dhw:M_flow [kg/s],building1_dhw:P_hp_htg [W],building1_dhw:P_hp_clg [W],building1_dhw:P_hp_tot [W],building1_dhw:P_pump [W],building1_dhw:Q_src_clg [W],building1_dhw:Q_src_htg [W],building1_dhw:Q_src_het [W],building2_htg_clg:EFT [C],building2_htg_clg:ExFT [C],building2_htg_clg:Q_htg [W],building2_htg_clg:Q_clg [W],building2_htg_clg:Q_net [W],building2_htg_clg:M_flow [kg/s],building2_htg_clg:P_hp_htg [W],building2_htg_clg:P_hp_clg [W],building2_htg_clg:P_hp_tot [W],building2_htg_clg:P_pump [W],building2_htg_clg:Q_src_clg [W],building2_htg_clg:Q_src_htg [W],building2_htg_clg:Q_src_het [W],building2_dhw:EFT [C],building2_dhw:ExFT [C],building2_dhw:Q_htg [W],building2_dhw:Q_clg [W],building2_dhw:Q_net [W],building2_dhw:M_flow [kg/s],building2_dhw:P_hp_htg [W],building2_dhw:P_hp_clg [W],building2_dhw:P_hp_tot [W],building2_dhw:P_pump [W],building2_dhw:Q_src_clg [W],building2_dhw:Q_src_htg [W],building2_dhw:Q_src_het [W],building3_htg_clg:EFT [C],building3_htg_clg:ExFT [C],building3_htg_clg:Q_htg [W],building3_htg_clg:Q_clg [W],building3_htg_clg:Q_net [W],building3_htg_clg:M_flow [kg/s],building3_htg_clg:P_hp_htg [W],building3_htg_clg:P_hp_clg [W],building3_htg_clg:P_hp_tot [W],building3_htg_clg:P_pump [W],building3_htg_clg:Q_src_clg [W],building3_htg_clg:Q_src_htg [W],building3_htg_clg:Q_src_het [W],building3_dhw:EFT [C],building3_dhw:ExFT [C],building3_dhw:Q_htg [W],building3_dhw:Q_clg [W],building3_dhw:Q_net [W],building3_dhw:M_flow [kg/s],building3_dhw:P_hp_htg [W],building3_dhw:P_hp_clg [W],building3_dhw:P_hp_tot [W],building3_dhw:P_pump [W],building3_dhw:Q_src_clg [W],building3_dhw:Q_src_htg [W],building3_dhw:Q_src_het [W],ghe1:EFT [C],ghe1:ExFT [C],ghe1:ExFT Mixed Loop [C],ghe1:MFT [C],ghe1:Q [W/m],ghe1:Q_tot [W],ghe2:EFT [C],ghe2:ExFT [C],ghe2:ExFT Mixed Loop [C],ghe2:MFT [C],ghe2:Q [W/m],ghe2:Q_tot [W],ghe3:EFT [C],ghe3:ExFT [C],ghe3:ExFT Mixed Loop [C],ghe3:MFT [C],ghe3:Q [W/m],ghe3:Q_tot [W],Network:M_flow [kg/s],Network:P_pump [W],Network:Q_net_bldg [W],Network:Q_net_ghe [W]
22,4.6947,1.9897,111437.1000,6392.2000,105044.9000,7.3940,27023.6923,878.6852,27902.3774,361.1095,7270.8852,84413.4077,77142.5226,1.9897,1.8690,15503.8000,0.0000,15503.8000,0.7011,4621.5648,0.0000,4621.5648,34.2421,0.0000,10882.2352,10882.2352,1.8690,1.8834,111709.0000,0.0000,111709.0000,7.8519,28619.9354,0.0000,28619.9354,383.4758,0.0000,83089.0646,83089.0646,1.8834,1.8820,404.8000,0.0000,404.8000,0.0184,120.8771,0.0000,120.8771,0.8984,0.0000,283.9229,283.9229,1.8820,1.8826,36170.6000,0.0000,36170.6000,2.5394,9147.0900,0.0000,9147.0900,124.0222,0.0000,27023.5100,27023.5100,1.8826,1.8515,10277.4000,0.0000,10277.4000,0.4672,3068.9681,0.0000,3068.9681,22.8168,0.0000,7208.4319,7208.4319,1.8515,4.6947,4.6947,3.2731,-10.4027,-156040.8858,4.6947,4.6947,4.6947,3.2731,-10.4027,-83221.3323,4.6947,4.6947,4.6947,3.2731,-10.4028,-72819.6323,28.4581,2223.7555,279110.5000,-312081.8504
23,4.5745,1.7984,113683.5000,5168.2000,108515.3000,7.4877,27632.3814,709.1601,28341.5415,365.6858,5877.3601,86051.1186,80173.7585,1.7984,1.6867,15502.7000,0.0000,15502.7000,0.7047,4635.6811,0.0000,4635.6811,34.4181,0.0000,10867.0189,10867.0189,1.6867,1.7419,123456.8000,0.0000,123456.8000,8.7203,31744.7404,0.0000,31744.7404,425.8850,0.0000,91712.0596,91712.0596,1.7419,1.7405,412.6000,0.0000,412.6000,0.0188,123.4913,0.0000,123.4913,0.9182,0.0000,289.1087,289.1087,1.7405,1.7455,39144.1000,0.0000,39144.1000,2.7557,9925.2079,0.0000,9925.2079,134.5843,0.0000,29218.8921,29218.8921,1.7455,1.7293,5726.7000,0.0000,5726.7000,0.2609,1713.9011,0.0000,1713.9011,12.7443,0.0000,4012.7989,4012.7989,1.7293,4.5745,4.5745,3.1519,-10.9454,-164180.7796,4.5745,4.5745,4.5745,3.1519,-10.9453,-87562.5232,4.5745,4.5745,4.5745,3.1519,-10.9455,-76618.3496,29.9222,2338.1659,292758.2000,-328361.6524
24,4.5848,1.7885,112250.3000,4614.3000,107636.0000,7.3920,27278.6251,633.2525,27911.8776,361.0115,5247.5525,84971.6749,79724.1224,1.7885,1.6781,15518.6000,0.0000,15518.6000,0.7085,4641.1866,0.0000,4641.1866,34.6003,0.0000,10877.4134,10877.4134,1.6781,1.7459,112119.4000,0.0000,112119.4000,7.9523,28834.4453,0.0000,28834.4453,388.3773,0.0000,83284.9547,83284.9547,1.7459,1.7444,453.9000,0.0000,453.9000,0.0207,135.8434,0.0000,135.8434,1.0133,0.0000,318.0566,318.0566,1.7444,1.7523,41961.9000,0.0000,41961.9000,2.9636,10638.9135,0.0000,10638.9135,144.7390,0.0000,31322.9865,31322.9865,1.7523,1.7472,1747.2000,0.0000,1747.2000,0.0799,522.8487,0.0000,522.8487,3.9002,0.0000,1224.3513,1224.3513,1.7472,4.5848,4.5848,3.1660,-10.4614,-156921.3672,4.5848,4.5848,4.5848,3.1660,-10.4614,-83691.0098,4.5848,4.5848,4.5848,3.1660,-10.4615,-73230.4216,28.6754,2240.7398,279437.0000,-313842.7986
25,4.4870,1.6658,113346.3000,4198.3000,109148.0000,7.4418,27597.0067,575.3294,28172.3361,363.4445,4773.6294,85749.2933,80975.6639,1.6658,1.5586,15512.1000,0.0000,15512.1000,0.7083,4648.5518,0.0000,4648.5518,34.5935,0.0000,10863.5482,10863.5482,1.5586,1.6419,123206.6000,0.0000,123206.6000,8.7404,31761.4461,0.0000,31761.4461,426.8660,0.0000,91445.1539,91445.1539,1.6419,1.6404,464.8000,0.0000,464.8000,0.0212,139.3423,0.0000,139.3423,1.0375,0.0000,325.4577,325.4577,1.6404,1.6494,43666.2000,0.0000,43666.2000,3.0837,11092.5433,0.0000,11092.5433,150.6044,0.0000,32573.6567,32573.6567,1.6494,1.6466,987.8000,0.0000,987.8000,0.0451,296.0961,0.0000,296.0961,2.2047,0.0000,691.7039,691.7039,1.6466,4.4870,4.4870,3.0668,-10.9774,-164660.2822,4.4870,4.4869,4.4869,3.0668,-10.9773,-87818.3136,4.4869,4.4870,4.4870,3.0668,-10.9774,-76842.0525,30.0609,2349.0012,292985.5000,-329320.6482
26,4.4641,1.6257,115152.2000,3832.5000,111319.7000,7.5583,28049.0962,525.0238,28574.1200,369.1335,4357.5238,87103.1038,82745.5800,1.6257,1.5221,15520.3000,0.0000,15520.3000,0.7106,4654.0613,0.0000,4654.0613,34.7069,0.0000,10866.2387,10866.2387,1.5221,1.6133,116285.0000,0.0000,116285.0000,8.2718,29998.9544,0.0000,29998.9544,403.9826,0.0000,86286.0456,86286.0456,1.6133,1.6118,454.0000,0.0000,454.0000,0.0208,136.1683,0.0000,136.1683,1.0158,0.0000,317.8317,317.8317,1.6118,1.6232,45030.4000,0.0000,45030.4000,3.1876,11445.2036,0.0000,11445.2036,155.6796,0.0000,33585.1964,33585.1964,1.6232,1.6221,418.0000,0.0000,418.0000,0.0191,125.3503,0.0000,125.3503,0.9351,0.0000,292.6497,292.6497,1.6221,4.4641,4.4641,3.0431,-10.8346,-162518.4411,4.4641,4.4640,4.4640,3.0431,-10.8345,-86676.0784,4.4640,4.4641,4.4641,3.0431,-10.8346,-75842.4332,29.6525,2317.0884,289027.4000,-325036.9528
27,4.3434,1.4854,117727.5000,3492.3000,114235.2000,7.7124,28743.3428,477.5757,29220.9185,376.6629,3969.8757,88984.1572,85014.2815,1.4854,1.3859,15528.2000,0.0000,15528.2000,0.7117,4667.1240,0.0000,4667.1240,34.7558,0.0000,10861.0760,10861.0760,1.3859,1.4913,128768.0000,0.0000,128768.0000,9.1674,33309.8267,0.0000,33309.8267,447.7215,0.0000,95458.1733,95458.1733,1.4913,1.4899,465.4000,0.0000,465.4000,0.0213,139.8662,0.0000,139.8662,1.0420,0.0000,325.5338,325.5338,1.4899,1.5019,46543.3000,0.0000,46543.3000,3.2969,11856.7295,0.0000,11856.7295,161.0154,0.0000,34686.5705,34686.5705,1.5019,1.5008,418.0000,0.0000,418.0000,0.0192,125.5994,0.0000,125.5994,0.9356,0.0000,292.4006,292.4006,1.5008,4.3434,4.3434,2.9221,-11.4730,-172095.5721,4.3434,4.3434,4.3434,2.9221,-11.4730,-91783.7477,4.3434,4.3434,4.3434,2.9221,-11.4731,-80311.9173,31.3933,2453.1198,305958.1000,-344191.2371
28,4.3758,1.6365,104385.4000,4924.6000,99460.8000,6.9393,25469.8754,673.7624,26143.6378,338.9051,5598.3624,78915.5246,73317.1622,1.6365,1.5166,15527.4000,0.0000,15527.4000,0.7139,4655.3647,0.0000,4655.3647,34.8639,0.0000,10872.0353,10872.0353,1.5166,1.5763,122960.9000,0.0000,122960.9000,8.7813,31724.6792,0.0000,31724.6792,428.8623,0.0000,91236.2208,91236.2208,1.5763,1.5748,453.3000,0.0000,453.3000,0.0208,136.0405,0.0000,136.0405,1.0177,0.0000,317.2595,317.2595,1.5748,1.5800,47821.5000,0.0000,47821.5000,3.3969,12163.0197,0.0000,12163.0197,165.9009,0.0000,35658.4803,35658.4803,1.5800,1.5772,987.9000,0.0000,987.9000,0.0454,296.4621,0.0000,296.4621,2.2173,0.0000,691.4379,691.4379,1.5772,4.3758,4.3758,2.9765,-10.7389,-161084.1150,4.3758,4.3758,4.3758,2.9765,-10.7389,-85911.2042,4.3758,4.3758,4.3758,2.9765,-10.7390,-75172.9646,29.8464,2332.2412,287211.8000,-322168.2839
29,4.3504,1.8397,89322.1000,7573.2000,81748.9000,6.0833,21805.1635,1035.7488,22840.9124,297.0985,8608.9488,67516.9365,58907.9876,1.8397,1.6800,15512.8000,0.0000,15512.8000,0.7108,4635.5724,0.0000,4635.5724,34.7129,0.0000,10877.2276,10877.2276,1.6800,1.6305,134932.2000,0.0000,134932.2000,9.6075,34700.0428,0.0000,34700.0428,469.2131,0.0000,100232.1572,100232.1572,1.6305,1.6282,617.8000,0.0000,617.8000,0.0283,185.2447,0.0000,185.2447,1.3843,0.0000,432.5553,432.5553,1.6282,1.6191,48130.3000,0.0000,48130.3000,3.4122,12229.3384,0.0000,12229.3384,166.6470,0.0000,35900.9616,35900.9616,1.6191,1.6032,5357.0000,0.0000,5357.0000,0.2458,1606.5726,0.0000,1606.5726,12.0026,0.0000,3750.4274,3750.4274,1.6032,4.3504,4.3504,2.9768,-10.6426,-159638.9311,4.3504,4.3504,4.3504,2.9768,-10.6426,-85140.4409,4.3504,4.3504,4.3504,2.9768,-10.6426,-74498.5439,30.1318,2354.5402,286299.0000,-319277.9159
30,4.5214,4.1349,72428.9000,39763.6000,32665.3000,6.4350,17622.9307,5451.9150,23074.8457,314.2729,45215.5150,54805.9693,9590.4543,4.1349,3.7710,15511.8000,0.0000,15511.8000,0.7075,4466.5907,0.0000,4466.5907,34.5533,0.0000,11045.2093,11045.2093,3.7710,2.8465,85137.2000,0.0000,85137.2000,6.0394,21011.1673,0.0000,21011.1673,294.9566,0.0000,64126.0327,64126.0327,2.8465,2.8419,568.5000,0.0000,568.5000,0.0261,167.1241,0.0000,167.1241,1.2723,0.0000,401.3759,401.3759,2.8419,2.6190,47283.7000,0.0000,47283.7000,3.3481,11746.4603,0.0000,11746.4603,163.5153,0.0000,35537.2397,35537.2397,2.6190,2.5171,18084.6000,0.0000,18084.6000,0.8289,5336.0195,0.0000,5336.0195,40.4837,0.0000,12748.5805,12748.5805,2.5171,4.5214,4.5214,3.5192,-6.7198,-100797.3384,4.5214,4.5214,4.5214,3.5192,-6.7199,-53759.0487,4.5214,4.5213,4.5214,3.5192,-6.7197,-47038.2113,26.0775,2037.7297,199251.1000,-201594.5985
31,4.6723,6.6631,43540.0000,68461.6000,-24921.6000,5.8465,10563.0900,9407.7159,19970.8059,285.5321,77869.3159,32976.9100,-44892.4059,6.6631,5.6377,26388.3000,0.0000,26388.3000,1.1458,7301.8745,0.0000,7301.8745,55.9572,0.0000,19086.4255,19086.4255,5.6377,4.0766,69942.2000,0.0000,69942.2000,4.7359,16654.0025,0.0000,16654.0025,231.2955,0.0000,53288.1975,53288.1975,4.0766,4.0607,1178.2000,0.0000,1178.2000,0.0526,339.5767,0.0000,339.5767,2.5672,0.0000,838.6233,838.6233,4.0607,3.5720,47491.2000,0.0000,47491.2000,3.2717,11537.4913,0.0000,11537.4913,159.7863,0.0000,35953.7087,35953.7087,3.5720,3.4077,19224.4000,0.0000,19224.4000,0.8619,5585.7667,0.0000,5585.7667,42.0957,0.0000,13638.6333,13638.6333,3.4077,4.6723,4.6723,4.0400,-3.8810,-58215.6951,4.6723,4.6723,4.6723,4.0400,-3.8811,-31049.1001,4.6723,4.6722,4.6723,4.0400,-3.8809,-27166.4731,23.8716,1865.3615,139302.7000,-116431.2683
32,4.8103,7.7452,35516.0000,83215.8000,-47699.8000,5.9853,8593.5516,11458.9345,20052.4861,292.3125,94674.7345,26922.4484,-67752.2861,7.7452,6.3956,32189.5000,0.0000,32189.5000,1.3293,8759.8885,0.0000,8759.8885,64.9196,0.0000,23429.6115,23429.6115,6.3956,5.5385,28805.0000,2905.3000,25899.7000,2.0244,6761.7623,440.0605,7201.8228,98.8686,3345.3605,22043.2377,18697.8772,5.5385,5.4922,2010.6000,0.0000,2010.6000,0.0874,566.2106,0.0000,566.2106,4.2687,0.0000,1444.3894,1444.3894,5.4922,4.6171,44785.6000,0.0000,44785.6000,3.0036,10603.2199,0.0000,10603.2199,146.6906,0.0000,34182.3801,34182.3801,4.6171,4.3703,18464.6000,0.0000,18464.6000,0.8112,5276.1614,0.0000,5276.1614,39.6169,0.0000,13188.4386,13188.4386,4.3703,4.8103,4.8103,4.5903,-1.1235,-16851.9854,4.8103,4.8103,4.8103,4.5903,-1.1236,-8988.5804,4.8103,4.8102,4.8103,4.5903,-1.1233,-7863.2622,19.8617,1552.0245,75650.2000,-33703.8280
33,4.9180,8.5752,29794.5000,97266.1000,-67471.6000,6.2443,7194.2499,13415.6071,20609.8570,304.9609,110681.7071,22600.2501,-88081.4570,8.5752,6.9944,36603.3000,0.0000,36603.3000,1.4812,9836.1314,0.0000,9836.1314,72.3393,0.0000,26767.1686,26767.1686,6.9944,6.3940,16584.0000,866.2000,15717.8000,1.1069,3849.9021,131.6836,3981.5856,54.0594,997.8836,12734.0979,11736.2144,6.3940,6.3333,2184.9000,0.0000,2184.9000,0.0922,607.1139,0.0000,607.1139,4.5037,0.0000,1577.7861,1577.7861,6.3333,5.3196,40501.4000,0.0000,40501.4000,2.6342,9446.9866,0.0000,9446.9866,128.6505,0.0000,31054.4134,31054.4134,5.3196,5.0518,16185.0000,0.0000,16185.0000,0.6958,4573.6357,0.0000,4573.6357,33.9834,0.0000,11611.3643,11611.3643,5.0518,4.9180,4.9180,4.9849,0.3161,4741.5583,4.9180,4.9181,4.9180,4.9849,0.3160,2528.0653,4.9180,4.9180,4.9180,4.9849,0.3162,2213.6208,18.3820,1436.3930,43720.8000,9483.2444
34,5.0089,9.1747,25850.6000,109629.0000,-83778.4000,6.5443,6231.0627,15141.8346,21372.8973,319.6149,124770.8346,19619.5373,-105151.2973,9.1747,7.3352,43216.0000,0.0000,43216.0000,1.7226,11508.8547,0.0000,11508.8547,84.1275,0.0000,31707.1453,31707.1453,7.3352,6.9570,13420.9000,5933.1000,7487.8000,1.1568,3096.1009,904.0445,4000.1455,56.4981,6837.1445,10324.7991,3487.6545,6.9570,6.8944,2232.3000,0.0000,2232.3000,0.0927,614.8927,0.0000,614.8927,4.5253,0.0000,1617.4073,1617.4073,6.8944,5.9107,36709.2000,0.0000,36709.2000,2.3459,8478.6116,0.0000,8478.6116,114.5690,0.0000,28230.5884,28230.5884,5.9107,5.6477,14665.3000,0.0000,14665.3000,0.6217,4105.8803,0.0000,4105.8803,30.3606,0.0000,10559.4197,10559.4197,5.6477,5.0089,5.0089,5.3283,1.5380,23070.0622,5.0089,5.0089,5.0089,5.3283,1.5379,12303.2851,5.0089,5.0089,5.0089,5.3283,1.5381,10766.9020,18.7259,1463.2691,20532.2000,46140.2493
35,5.0891,9.6255,22979.0000,120764.6000,-97785.6000,6.8594,5530.3694,16700.5105,22230.8799,335.0031,137465.1105,17448.6306,-120016.4799,9.6255,7.7094,45426.8000,0.0000,45426.8000,1.7915,12016.5115,0.0000,12016.5115,87.4923,0.0000,33410.2885,33410.2885,7.7094,7.5881,12039.2000,19080.2000,-7041.0000,1.7473,2758.3985,2915.1223,5673.5207,85.3347,21995.3223,9280.8015,-12714.5207,7.5881,7.5154,2647.4000,0.0000,2647.4000,0.1087,722.1843,0.0000,722.1843,5.3096,0.0000,1925.2157,1925.2157,7.5154,6.5800,33697.8000,0.0000,33697.8000,2.1286,7699.5799,0.0000,7699.5799,103.9591,0.0000,25998.2201,25998.2201,6.5800,6.3566,11815.8000,0.0000,11815.8000,0.4951,3273.7551,0.0000,3273.7551,24.1783,0.0000,8542.0449,8542.0449,6.3566,5.0891,5.0891,5.7229,3.2095,48142.8821,5.0891,5.0892,5.0892,5.7229,3.2094,25675.3463,5.0892,5.0891,5.0891,5.7229,3.2097,22467.6790,19.6959,1539.0648,-11238.8000,96285.9075
36,5.1944,10.0750,20034.6000,132053.5000,-112018.9000,7.1780,4812.0230,18291.5151,23103.5381,350.5635,150345.0151,15222.5770,-135122.4381,10.0750,8.3727,39351.5000,0.0000,39351.5000,1.5397,10340.3446,0.0000,10340.3446,75.1948,0.0000,29011.1554,29011.1554,8.3727,8.2082,13451.4000,26476.2000,-13024.8000,2.2150,3045.1456,4066.1449,7111.2905,108.1765,30542.3449,10406.2544,-20136.0905,8.2082,8.1199,3168.4000,0.0000,3168.4000,0.1286,856.1683,0.0000,856.1683,6.2799,0.0000,2312.2317,2312.2317,8.1199,7.2159,30888.3000,0.0000,30888.3000,1.9266,6984.6934,0.0000,6984.6934,94.0917,0.0000,23903.6066,23903.6066,7.2159,7.0090,10296.1000,0.0000,10296.1000,0.4259,2824.7801,0.0000,2824.7801,20.7981,0.0000,7471.3199,7471.3199,7.0090,5.1944,5.1944,6.1017,4.6941,70411.3315,5.1944,5.1945,5.1944,6.1017,4.6940,37551.7936,5.1944,5.1944,5.1944,6.1017,4.6942,32859.6909,20.1206,1572.2508,-41339.4000,140822.8160
37,5.3088,10.5475,16482.5000,143448.9000,-126966.4000,7.4644,3950.2025,19905.5765,23855.7789,364.5503,163354.4765,12532.2975,-150822.1789,10.5475,8.6289,45428.7000,0.0000,45428.7000,1.7637,11854.6034,0.0000,11854.6034,86.1353,0.0000,33574.0966,33574.0966,8.6289,8.7276,6834.8000,30799.1000,-23964.3000,2.0243,1540.1723,4740.2253,6280.3976,98.8638,35539.3253,5294.6277,-30244.6976,8.7276,8.6417,3021.8000,0.0000,3021.8000,0.1212,810.1600,0.0000,810.1600,5.9216,0.0000,2211.6400,2211.6400,8.6417,7.7735,28238.0000,0.0000,28238.0000,1.7399,6328.9499,0.0000,6328.9499,84.9762,0.0000,21909.0501,21909.0501,7.7735,7.5788,9156.3000,0.0000,9156.3000,0.3742,2490.6687,0.0000,2490.6687,18.2745,0.0000,6665.6313,6665.6313,7.5788,5.3088,5.3088,6.4438,5.9046,88569.3008,5.3088,5.3089,5.3088,6.4439,5.9045,47236.0391,5.3088,5.3088,5.3088,6.4438,5.9048,41333.4155,20.2317,1580.9317,-65085.9000,177138.7554
38,5.3968,10.9286,13242.3000,152356.5000,-139114.2000,7.6608,3168.3245,21170.9859,24339.3105,374.1409,173527.4859,10073.9755,-163453.5105,10.9286,9.0769,43218.4000,0.0000,43218.4000,1.6644,11215.2531,0.0000,11215.2531,81.2868,0.0000,32003.1469,32003.1469,9.0769,9.1282,5302.0000,26405.5000,-21103.5000,1.7005,1185.2699,4080.1104,5265.3803,83.0491,30485.6104,4116.7301,-26368.8803,9.1282,9.0681,1993.4000,0.0000,1993.4000,0.0792,531.2325,0.0000,531.2325,3.8699,0.0000,1462.1675,1462.1675,9.0681,8.1921,26403.3000,0.0000,26403.3000,1.6101,5875.3449,0.0000,5875.3449,78.6323,0.0000,20527.9551,20527.9551,8.1921,8.0082,8016.5000,0.0000,8016.5000,0.3242,2166.7557,0.0000,2166.7557,15.8348,0.0000,5849.7443,5849.7443,8.0082,5.3968,5.3968,6.7025,6.5667,98499.9989,5.3968,5.3968,5.3968,6.7025,6.5666,52532.5074,5.3968,5.3967,5.3968,6.7024,6.5668,45967.6292,19.5588,1528.3531,-80586.1000,197000.1355
39,5.5016,11.2249,10818.9000,155411.3000,-144592.4000,7.6470,2583.3310,21631.4802,24214.8112,373.4688,177042.7802,8235.5690,-168807.2112,11.2249,9.4198,41009.3000,0.0000,41009.3000,1.5692,10596.3274,0.0000,10596.3274,76.6383,0.0000,30412.9726,30412.9726,9.4198,9.3560,5442.3000,18156.5000,-12714.2000,1.2774,1209.2882,2814.4597,4023.7479,62.3873,20970.9597,4233.0118,-16737.9479,9.3560,9.2945,1920.6000,0.0000,1920.6000,0.0758,510.0904,0.0000,510.0904,3.7021,0.0000,1410.5096,1410.5096,9.2945,8.3600,26624.9000,0.0000,26624.9000,1.6099,5902.2300,0.0000,5902.2300,78.6266,0.0000,20722.6700,20722.6700,8.3600,8.1403,9156.3000,0.0000,9156.3000,0.3675,2468.5319,0.0000,2468.5319,17.9482,0.0000,6687.7681,6687.7681,8.1403,5.5016,5.5016,6.8210,6.3848,95771.5974,5.5016,5.5017,5.5016,6.8210,6.3847,51077.5559,5.5016,5.5016,5.5016,6.8209,6.3849,44694.1464,18.8204,1470.6512,-78595.5000,191543.2997
40,5.6065,11.3826,9767.9000,150465.3000,-140697.4000,7.3615,2327.7137,20978.2643,23305.9780,359.5238,171443.5643,7440.1863,-164003.3780,11.3826,9.7472,34948.0000,0.0000,34948.0000,1.3307,9009.6002,0.0000,9009.6002,64.9891,0.0000,25938.3998,25938.3998,9.7472,9.4848,8016.0000,12340.2000,-4324.2000,1.1274,1770.9768,1918.9558,3689.9325,55.0614,14259.1558,6245.0232,-8014.1325,9.4848,9.3997,2489.8000,0.0000,2489.8000,0.0979,659.9939,0.0000,659.9939,4.7801,0.0000,1829.8061,1829.8061,9.3997,8.3218,29553.4000,0.0000,29553.4000,1.7791,6539.9176,0.0000,6539.9176,86.8876,0.0000,23013.4824,23013.4824,8.3218,8.0620,10676.0000,0.0000,10676.0000,0.4272,2879.9080,0.0000,2879.9080,20.8635,0.0000,7796.0920,7796.0920,8.0620,5.6065,5.6065,6.8342,5.7410,86115.5683,5.6065,5.6065,5.6065,6.8343,5.7410,45927.8725,5.6065,5.6065,5.6065,6.8342,5.7411,40187.7676,18.1857,1421.0532,-67354.4000,172231.2083
41,5.6660,11.5318,8634.0000,151353.5000,-142719.5000,7.3328,2055.1713,21122.3458,23177.5171,358.1198,172475.8458,6578.8287,-165897.0171,11.5318,10.3918,22814.0000,0.0000,22814.0000,0.8664,5868.8259,0.0000,5868.8259,42.3141,0.0000,16945.1741,16945.1741,10.3918,9.7594,14265.2000,13489.7000,775.5000,1.5591,3116.6040,2111.6558,5228.2599,76.1456,15601.3558,11148.5960,-4452.7599,9.7594,9.7037,1573.4000,0.0000,1573.4000,0.0617,415.3762,0.0000,415.3762,3.0139,0.0000,1158.0238,1158.0238,9.7037,8.5459,30619.6000,0.0000,30619.6000,1.8395,6741.6858,0.0000,6741.6858,89.8369,0.0000,23877.9142,23877.9142,8.5459,8.1979,14095.4000,0.0000,14095.4000,0.5644,3789.4310,0.0000,3789.4310,27.5649,0.0000,10305.9690,10305.9690,8.1979,5.6660,5.6660,6.9320,5.9685,89526.7636,5.6660,5.6661,5.6661,6.9320,5.9684,47747.1622,5.6661,5.6660,5.6660,6.9319,5.9685,41779.6756,18.3358,1432.7885,-72841.6000,179053.6014
42,6.0467,10.5684,16372.2000,84829.5000,-68457.3000,4.8301,3869.0395,11912.4804,15781.5199,235.8938,96741.9804,12503.1605,-84238.8199,10.5684,9.3524,18792.0000,0.0000,18792.0000,0.7119,4902.2653,0.0000,4902.2653,34.7687,0.0000,13889.7347,13889.7347,9.3524,8.0424,23005.2000,95.5000,22909.7000,1.3650,5117.8648,14.7941,5132.6589,66.6652,110.2941,17887.3352,17777.0411,8.0424,7.9931,1294.8000,0.0000,1294.8000,0.0505,350.7656,0.0000,350.7656,2.4684,0.0000,944.0344,944.0344,7.9931,6.8771,31269.5000,0.0000,31269.5000,1.8674,7086.2548,0.0000,7086.2548,91.2011,0.0000,24183.2452,24183.2452,6.8771,6.4928,16564.9000,0.0000,16564.9000,0.6606,4568.4806,0.0000,4568.4806,32.2635,0.0000,11996.4194,11996.4194,6.4928,6.0467,6.0467,6.2697,0.8161,12241.9910,6.0467,6.0467,6.0467,6.2697,0.8162,6529.4302,6.0467,6.0467,6.0467,6.2698,0.8161,5712.4991,14.2284,1111.8256,22373.6000,24483.9203
43,5.9731,10.4726,16529.4000,84441.2000,-67911.8000,4.8211,3911.6409,11843.5255,15755.1664,235.4525,96284.7255,12617.7591,-83666.9664,10.4726,9.2517,18786.9000,0.0000,18786.9000,0.7233,4907.8178,0.0000,4907.8178,35.3226,0.0000,13879.0822,13879.0822,9.2517,7.7416,27464.1000,0.0000,27464.1000,1.6568,6120.6789,0.0000,6120.6789,80.9171,0.0000,21343.4211,21343.4211,7.7416,7.7063,990.0000,0.0000,990.0000,0.0398,269.4282,0.0000,269.4282,1.9459,0.0000,720.5718,720.5718,7.7063,6.6009,33736.5000,0.0000,33736.5000,2.0840,7683.0781,0.0000,7683.0781,101.7814,0.0000,26053.4219,26053.4219,6.6009,6.2641,15805.1000,0.0000,15805.1000,0.6500,4377.6306,0.0000,4377.6306,31.7463,0.0000,11427.4694,11427.4694,6.2641,5.9731,5.9731,6.1186,0.5598,8396.2995,5.9731,5.9731,5.9731,6.1186,0.5598,4478.2489,5.9731,5.9731,5.9731,6.1186,0.5597,3918.0134,14.9626,1169.1979,28870.8000,16792.5618
