Hour,building1_htg_clg:EFT [C],building1_htg_clg:ExFT [C],building1_htg_clg:Q_htg [W],building1_htg_clg:Q_clg [W],building1_htg_clg:Q_net [W],building1_htg_clg:M_flow [kg/s],building1_htg_clg:P_hp_htg [W],building1_htg_clg:P_hp_clg [W],building1_htg_clg:P_hp_tot [W],building1_htg_clg:P_pump [W],building1_htg_clg:Q_src_clg [W],building1_htg_clg:Q_src_htg [W],building1_htg_clg:Q_src_het [W],building1_dhw:EFT [C],building1_dhw:ExFT [C],building1_dhw:Q_htg [W],building1_dhw:Q_clg [W],building1_dhw:Q_net [W],building1_dhw:M_flow [kg/s],building1_dhw:P_hp_htg [W],building1_dhw:P_hp_clg [W],building1_dhw:P_hp_tot [W],building1_dhw:P_pump [W],building1_dhw:Q_src_clg [W],building1_dhw:Q_src_htg [W],building1_dhw:Q_src_het [W],building2_htg_clg:EFT [C],building2_htg_clg:ExFT [C],building2_htg_clg:Q_htg [W],building2_htg_clg:Q_clg [W],building2_htg_clg:Q_net [W],building2_htg_clg:M_flow [kg/s],building2_htg_clg:P_hp_htg [W],building2_htg_clg:P_hp_clg [W],building2_htg_clg:P_hp_tot [W],building2_htg_clg:P_pump [W],building2_htg_clg:Q_src_clg [W],building2_htg_clg:Q_src_htg [W],building2_htg_clg:Q_src_het [W],building2_dhw:EFT [C],building2_dhw:ExFT [C],building2_dhw:Q_htg [W],building2_dhw:Q_clg [W],building2_dhw:Q_net [W],building2_dhw:M_flow [kg/s],building2_dhw:P_hp_htg [W],building2_dhw:P_hp_clg [W],building2_dhw:P_hp_tot [W],building2_dhw:P_pump [W],building2_dhw:Q_src_clg [W],building2_dhw:Q_src_htg [W],building2_dhw:Q_src_het [W],building3_htg_clg:EFT [C],building3_htg_clg:ExFT [C],building3_htg_clg:Q_htg [W],building3_htg_clg:Q_clg [W],building3_htg_clg:Q_net [W],building3_htg_clg:M_flow [kg/s],building3_htg_clg:P_hp_htg [W],building3_htg_clg:P_hp_clg [W],building3_htg_clg:P_hp_tot [W],building3_htg_clg:P_pump [W],building3_htg_clg:Q_src_clg [W],building3_htg_clg:Q_src_htg [W],building3_htg_clg:Q_src_het [W],building3_dhw:EFT [C],building3_dhw:ExFT [C],building3_dhw:Q_htg [W],building3_dhw:Q_clg [W],building3_dhw:Q_net [W],building3_dhw:M_flow [kg/s],building3_dhw:P_hp_htg [W],building3_dhw:P_hp_clg [W],building3_dhw:P_hp_tot [W],building3_dhw:P_pump [W],building3_dhw:Q_src_clg [W],building3_dhw:Q_src_htg [W],building3_dhw:Q_src_het [W],ghe1:EFT [C],ghe1:ExFT [C],ghe1:ExFT Mixed Loop [C],ghe1:MFT [C],ghe1:Q [W/m],ghe1:Q_tot [W],ghe2:EFT [C],ghe2:ExFT [C],ghe2:ExFT Mixed Loop [C],ghe2:MFT [C],ghe2:Q [W/m],ghe2:Q_tot [W],ghe3:EFT [C],ghe3:ExFT [C],ghe3:ExFT Mixed Loop [C],ghe3:MFT [C],ghe3:Q [W/m],ghe3:Q_tot [W],Network:M_flow [kg/s],Network:P_pump [W],Network:Q_net_bldg [W],Network:Q_net_ghe [W]
6496,10.4869,16.9661,0.0000,268958.5000,-268958.5000,12.4064,0.0000,41081.4998,41081.4998,605.9084,310039.9998,0.0000,-310039.9998,16.9661,16.3578,19007.7000,0.0000,19007.7000,0.6631,4541.2519,0.0000,4541.2519,32.3859,0.0000,14466.4481,14466.4481,16.3578,16.3332,0.0000,23163.8000,-23163.8000,1.2402,0.0000,3939.0319,3939.0319,60.5671,27102.8319,0.0000,-27102.8319,16.3332,16.2969,1305.8000,0.0000,1305.8000,0.0462,314.5243,0.0000,314.5243,2.2544,0.0000,991.2757,991.2757,16.2969,16.1594,3888.5000,864.3000,3024.2000,0.2545,774.0616,149.4112,923.4728,12.4302,1013.7112,3114.4384,2100.7272,16.1594,15.8602,11427.2000,0.0000,11427.2000,0.4052,2758.6564,0.0000,2758.6564,19.7892,0.0000,8668.5436,8668.5436,15.8602,10.5075,10.5075,13.1839,15.4999,232498.6257,10.5075,10.4714,10.4950,13.1658,15.6047,124837.5424,10.4950,10.4605,10.4869,13.1603,15.6361,109452.9849,22.5233,1760.0046,-257357.4000,466789.1530
6497,9.8422,16.3088,0.0000,173145.3000,-173145.3000,7.9880,0.0000,26094.7592,26094.7592,390.1194,199240.0592,0.0000,-199240.0592,16.3088,15.5435,15654.1000,0.0000,15654.1000,0.5459,3771.7515,0.0000,3771.7515,26.6629,0.0000,11882.3485,11882.3485,15.5435,15.5418,0.0000,2001.8000,-2001.8000,0.1073,0.0000,335.8762,335.8762,5.2427,2337.6762,0.0000,-2337.6762,15.5418,15.4927,1086.8000,0.0000,1086.8000,0.0382,264.4996,0.0000,264.4996,1.8678,0.0000,822.3004,822.3004,15.4927,15.3014,3373.8000,1116.1000,2257.7000,0.2400,679.2234,190.8402,870.0636,11.7200,1306.9402,2694.5766,1387.6364,15.3014,14.7525,13421.6000,0.0000,13421.6000,0.4735,3276.9014,0.0000,3276.9014,23.1246,0.0000,10144.6986,10144.6986,14.7525,9.8670,9.8670,12.3098,8.8498,132747.3005,9.8670,9.8234,9.8518,12.2880,8.9287,71429.7198,9.8518,9.8105,9.8422,12.2815,8.9521,62664.5003,14.0895,1100.9697,-142726.9000,266841.5207
6498,9.6219,16.1098,0.0000,165700.4000,-165700.4000,7.6152,0.0000,24860.8055,24860.8055,371.9141,190561.2055,0.0000,-190561.2055,16.1098,15.3056,15644.6000,0.0000,15644.6000,0.5507,3779.2248,0.0000,3779.2248,26.8968,0.0000,11865.3752,11865.3752,15.3056,15.3048,0.0000,1311.7000,-1311.7000,0.0701,0.0000,219.2516,219.2516,3.4223,1530.9516,0.0000,-1530.9516,15.3048,15.2650,834.5000,0.0000,834.5000,0.0297,203.7352,0.0000,203.7352,1.4508,0.0000,630.7648,630.7648,15.2650,15.0505,3592.7000,1085.1000,2507.6000,0.2525,725.6473,184.9873,910.6345,12.3295,1270.0873,2867.0527,1596.9655,15.0505,14.5010,12807.9000,0.0000,12807.9000,0.4575,3137.5430,0.0000,3137.5430,22.3450,0.0000,9670.3570,9670.3570,14.5010,9.6477,9.6477,12.0744,8.4008,126012.1539,9.6477,9.6024,9.6320,12.0517,8.4793,67834.3755,9.6320,9.5889,9.6219,12.0450,8.5026,59518.1710,13.4635,1052.0604,-135217.5000,253364.7004
6499,9.3756,15.8468,172.6000,102782.8000,-102610.2000,4.7274,38.3520,15344.5394,15382.8914,230.8784,118127.3394,134.2480,-117993.0914,15.8468,14.6023,15660.6000,0.0000,15660.6000,0.5529,3796.1186,0.0000,3796.1186,27.0015,0.0000,11864.4814,11864.4814,14.6023,14.6023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.6023,14.5372,916.6000,0.0000,916.6000,0.0327,225.8959,0.0000,225.8959,1.5990,0.0000,690.7041,690.7041,14.5372,14.2141,3783.3000,1045.7000,2737.6000,0.2613,772.2499,176.6414,948.8913,12.7620,1222.3414,3011.0501,1788.7087,14.2141,13.5008,11734.0000,0.0000,11734.0000,0.4207,2907.1205,0.0000,2907.1205,20.5477,0.0000,8826.8795,8826.8795,13.5008,9.4050,9.4050,11.4529,4.7353,71029.4090,9.4050,9.3533,9.3871,11.4271,4.7951,38360.5156,9.3871,9.3381,9.3756,11.4194,4.8127,33689.0530,8.9926,702.6926,-71561.4000,143078.9776
6500,9.0969,15.5436,384.5000,95745.1000,-95360.6000,4.4103,85.8676,14214.6994,14300.5670,215.3906,109959.7994,298.6324,-109661.1670,15.5436,14.4048,13253.3000,0.0000,13253.3000,0.4697,3225.4404,0.0000,3225.4404,22.9381,0.0000,10027.8596,10027.8596,14.4048,14.4013,34.7000,0.0000,34.7000,0.0019,7.1020,0.0000,7.1020,0.0926,0.0000,27.5980,27.5980,14.4013,14.3589,544.1000,0.0000,544.1000,0.0196,134.4589,0.0000,134.4589,0.9592,0.0000,409.6411,409.6411,14.3589,13.9691,4147.2000,942.8000,3204.4000,0.2781,848.7513,158.9148,1007.6661,13.5825,1101.7148,3298.4487,2196.7339,13.9691,13.3319,9586.2000,0.0000,9586.2000,0.3481,2382.9636,0.0000,2382.9636,16.9991,0.0000,7203.2364,7203.2364,13.3319,9.1278,9.1278,11.2298,4.4816,67224.0771,9.1278,9.0736,9.1089,11.2027,4.5394,36315.1290,9.1089,9.0575,9.0969,11.1947,4.5565,31895.5675,8.2915,647.9093,-68737.9000,135434.7736
6501,9.2809,15.6719,739.8000,77352.9000,-76613.1000,3.5822,164.6658,11526.2016,11690.8675,174.9512,88879.1016,575.1342,-88303.9675,15.6719,14.3329,12936.5000,0.0000,12936.5000,0.4605,3143.0144,0.0000,3143.0144,22.4891,0.0000,9793.4856,9793.4856,14.3329,13.5733,7357.6000,2098.1000,5259.5000,0.5151,1507.5171,345.4874,1853.0045,25.1557,2443.5874,5850.0829,3406.4955,13.5733,13.5419,415.0000,0.0000,415.0000,0.0150,103.7254,0.0000,103.7254,0.7338,0.0000,311.2746,311.2746,13.5419,13.0856,5222.9000,627.3000,4595.6000,0.3204,1082.0110,104.7360,1186.7470,15.6478,732.0360,4140.8890,3408.8530,13.0856,12.5559,8358.9000,0.0000,8358.9000,0.3046,2103.4361,0.0000,2103.4361,14.8783,0.0000,6255.4639,6255.4639,12.5559,9.3128,9.3128,10.9343,3.2510,48764.8684,9.3128,9.2567,9.2933,10.9063,3.3072,26457.4440,9.2933,9.2401,9.2809,10.8980,3.3238,23266.7254,7.7968,609.2543,-45047.6000,98489.0378
6502,9.1599,15.4907,954.3000,69089.0000,-68134.7000,3.2197,212.8742,10270.0434,10482.9176,157.2432,79359.0434,741.4258,-78617.6176,15.4907,14.0279,12945.2000,0.0000,12945.2000,0.4599,3152.6624,0.0000,3152.6624,22.4620,0.0000,9792.5376,9792.5376,14.0279,13.2538,7395.5000,3798.2000,3597.3000,0.6080,1522.4136,622.6264,2145.0400,29.6937,4420.8264,5873.0864,1452.2600,13.2538,13.2216,406.9000,0.0000,406.9000,0.0149,102.1525,0.0000,102.1525,0.7287,0.0000,304.7475,304.7475,13.2216,12.6413,6397.6000,300.1000,6097.5000,0.3719,1331.8249,49.9291,1381.7540,18.1648,350.0291,5065.7751,4715.7460,12.6413,12.3334,4677.0000,0.0000,4677.0000,0.1728,1184.2797,0.0000,1184.2797,8.4398,0.0000,3492.7203,3492.7203,12.3334,9.1928,9.1928,10.7631,2.9358,44037.2046,9.1928,9.1350,9.1727,10.7342,2.9898,23918.5806,9.1727,9.1179,9.1599,10.7256,3.0058,21040.8250,7.2709,568.1571,-40410.8000,88996.6101
6503,9.1889,15.4438,1302.8000,63627.9000,-62325.1000,2.9877,290.4615,9463.6986,9754.1601,145.9151,73091.5986,1012.3385,-72079.2601,15.4438,13.8910,12945.3000,0.0000,12945.3000,0.4612,3154.6463,0.0000,3154.6463,22.5219,0.0000,9790.6537,9790.6537,13.8910,12.7661,10644.6000,3419.9000,7224.7000,0.7693,2195.9179,559.4982,2755.4161,37.5737,3979.3982,8448.6821,4469.2839,12.7661,12.7347,412.3000,0.0000,412.3000,0.0152,104.2166,0.0000,104.2166,0.7420,0.0000,308.0834,308.0834,12.7347,12.0805,7636.4000,49.0000,7587.4000,0.4295,1601.6289,8.1105,1609.7394,20.9750,57.1105,6034.7711,5977.6606,12.0805,11.9886,1455.3000,0.0000,1455.3000,0.0542,371.4409,0.0000,371.4409,2.6447,0.0000,1083.8591,1083.8591,11.9886,9.2224,9.2224,10.6055,2.5164,37745.5133,9.2224,9.1635,9.2019,10.5760,2.5699,20559.4371,9.2019,9.1460,9.1889,10.5673,2.5858,18100.6875,7.0756,552.8940,-32700.1000,76405.6379
6504,9.2124,15.3668,1698.7000,58758.2000,-57059.5000,2.7880,378.5672,8743.4928,9122.0600,136.1635,67501.6928,1320.1328,-66181.5600,15.3668,13.7307,12960.8000,0.0000,12960.8000,0.4620,3161.6488,0.0000,3161.6488,22.5644,0.0000,9799.1512,9799.1512,13.7307,12.4792,11319.8000,2112.9000,9206.9000,0.7388,2341.0485,344.8753,2685.9238,36.0801,2457.7753,8978.7515,6520.9762,12.4792,12.4475,407.9000,0.0000,407.9000,0.0151,103.5223,0.0000,103.5223,0.7398,0.0000,304.3777,304.3777,12.4475,11.7275,8386.3000,0.0000,8386.3000,0.4729,1766.7585,0.0000,1766.7585,23.0960,0.0000,6619.5415,6619.5415,11.7275,11.6742,842.3000,0.0000,842.3000,0.0316,216.0706,0.0000,216.0706,1.5445,0.0000,626.2294,626.2294,11.6742,9.2465,9.2465,10.4604,2.1108,31662.0907,9.2465,9.1865,9.2257,10.4304,2.1630,17304.0448,9.2257,9.1687,9.2124,10.4215,2.1785,15249.4146,6.7628,528.4519,-25255.3000,64215.5501
6505,9.3289,15.3818,2039.3000,54011.6000,-51972.3000,2.5907,453.5175,8055.8950,8509.4125,126.5234,62067.4950,1585.7825,-60481.7125,15.3818,13.6548,12955.7000,0.0000,12955.7000,0.4624,3159.7754,0.0000,3159.7754,22.5811,0.0000,9795.9246,9795.9246,13.6548,12.0184,14872.1000,1461.2000,13410.9000,0.9032,3079.3560,238.2441,3317.6001,44.1118,1699.4441,11792.7440,10093.2999,12.0184,11.9882,411.9000,0.0000,411.9000,0.0154,105.2237,0.0000,105.2237,0.7505,0.0000,306.6763,306.6763,11.9882,11.2878,8886.3000,0.0000,8886.3000,0.5038,1885.5960,0.0000,1885.5960,24.6031,0.0000,7000.7040,7000.7040,11.2878,11.2653,381.6000,0.0000,381.6000,0.0144,98.5114,0.0000,98.5114,0.7038,0.0000,283.0886,283.0886,11.2653,9.3634,9.3634,10.3144,1.6468,24701.3014,9.3634,9.3028,9.3423,10.2840,1.6993,13594.2055,9.3423,9.2848,9.3289,10.2750,1.7149,12003.9749,6.7347,526.2567,-15925.9000,50299.4818
6506,9.3711,15.3146,2332.5000,49420.8000,-47088.3000,2.3985,518.3273,7377.4112,7895.7385,117.1413,56798.2112,1814.1727,-54984.0385,15.3146,13.4900,12949.4000,0.0000,12949.4000,0.4620,3161.0599,0.0000,3161.0599,22.5651,0.0000,9788.3401,9788.3401,13.4900,11.7494,15090.7000,372.2000,14718.5000,0.8588,3132.7168,60.5447,3193.2615,41.9419,432.7447,11957.9832,11525.2385,11.7494,11.7187,408.6000,0.0000,408.6000,0.0154,104.7830,0.0000,104.7830,0.7500,0.0000,303.8170,303.8170,11.7187,10.9869,9285.5000,0.0000,9285.5000,0.5309,1978.7048,0.0000,1978.7048,25.9287,0.0000,7306.7952,7306.7952,10.9869,10.9644,381.6000,0.0000,381.6000,0.0145,98.9420,0.0000,98.9420,0.7089,0.0000,282.6580,282.6580,10.9644,9.4062,9.4062,10.1853,1.2862,19292.5636,9.4062,9.3446,9.3848,10.1545,1.3371,10696.5209,9.3848,9.3263,9.3711,10.1453,1.3522,9465.1369,6.4202,501.6860,-9344.7000,39454.2214
6507,9.1097,15.3195,1570.8000,66565.0000,-64994.2000,3.1410,350.7141,9885.0095,10235.7237,153.3995,76450.0095,1220.0859,-75229.9237,15.3195,13.8369,12949.6000,0.0000,12949.6000,0.4625,3160.9016,0.0000,3160.9016,22.5878,0.0000,9788.6984,9788.6984,13.8369,12.0672,17392.1000,0.0000,17392.1000,0.9699,3590.9068,0.0000,3590.9068,47.3708,0.0000,13801.1932,13801.1932,12.0672,12.0407,403.7000,0.0000,403.7000,0.0152,103.0572,0.0000,103.0572,0.7443,0.0000,300.6428,300.6428,12.0407,11.3789,9142.2000,0.0000,9142.2000,0.5254,1938.2965,0.0000,1938.2965,25.6576,0.0000,7203.9035,7203.9035,11.3789,11.3336,842.6000,0.0000,842.6000,0.0322,217.2341,0.0000,217.2341,1.5731,0.0000,625.3659,625.3659,11.3336,9.1438,9.1438,10.2387,2.1733,32599.0670,9.1438,9.0840,9.1230,10.2088,2.2326,17860.8734,9.1230,9.0662,9.1097,10.1999,2.2503,15751.7512,7.7193,603.1993,-24264.0000,66211.6917
6508,9.0183,15.2786,1469.9000,73730.6000,-72260.7000,3.4589,328.7299,10929.3467,11258.0766,168.9277,84659.9467,1141.1701,-83518.7766,15.2786,13.9104,12952.0000,0.0000,12952.0000,0.4626,3163.2065,0.0000,3163.2065,22.5904,0.0000,9788.7935,9788.7935,13.9104,12.3803,15463.2000,0.0000,15463.2000,0.8569,3189.0077,0.0000,3189.0077,41.8506,0.0000,12274.1923,12274.1923,12.3803,12.3447,539.3000,0.0000,539.3000,0.0203,137.0624,0.0000,137.0624,0.9891,0.0000,402.2376,402.2376,12.3447,11.7139,8511.2000,0.0000,8511.2000,0.4862,1795.9433,0.0000,1795.9433,23.7434,0.0000,6715.2567,6715.2567,11.7139,11.4790,4376.4000,0.0000,4376.4000,0.1662,1122.8721,0.0000,1122.8721,8.1176,0.0000,3253.5279,3253.5279,11.4790,9.0519,9.0519,10.2654,2.5515,38272.8054,9.0519,8.9930,9.0314,10.2360,2.6134,20907.5492,9.0314,8.9754,9.0183,10.2272,2.6319,18423.0704,8.1765,638.9251,-30418.6000,77603.4250
6509,8.7446,15.2341,161.2000,136320.7000,-136159.5000,6.2442,36.2307,20099.2238,20135.4545,304.9582,156419.9238,124.9693,-156294.9545,15.2341,14.4180,12961.8000,0.0000,12961.8000,0.4632,3167.4744,0.0000,3167.4744,22.6211,0.0000,9794.3256,9794.3256,14.4180,13.9559,6325.4000,0.0000,6325.4000,0.3501,1294.3438,0.0000,1294.3438,17.0966,0.0000,5031.0562,5031.0562,13.9559,13.9289,498.2000,0.0000,498.2000,0.0186,123.8663,0.0000,123.8663,0.9091,0.0000,374.3337,374.3337,13.9289,13.4245,7645.5000,91.2000,7554.3000,0.4392,1574.7168,15.2943,1590.0111,21.4522,106.4943,6070.7832,5964.2889,13.4245,12.7579,14670.6000,0.0000,14670.6000,0.5541,3674.3421,0.0000,3674.3421,27.0624,0.0000,10996.2579,10996.2579,12.7579,8.7747,8.7747,10.7663,6.1986,92978.3648,8.7747,8.7218,8.7563,10.7399,6.2809,50247.0705,8.7563,8.7060,8.7446,10.7319,6.3055,44138.6934,12.1042,945.8391,-94149.2000,187364.1287
6510,9.0485,15.5682,0.0000,184727.9000,-184727.9000,8.4356,0.0000,27399.2039,27399.2039,411.9811,212127.1039,0.0000,-212127.1039,15.5682,14.5573,21997.6000,0.0000,21997.6000,0.7866,5351.7889,0.0000,5351.7889,38.4158,0.0000,16645.8111,16645.8111,14.5573,14.3183,4491.0000,0.0000,4491.0000,0.2463,917.0296,0.0000,917.0296,12.0272,0.0000,3573.9704,3573.9704,14.3183,14.2783,992.4000,0.0000,992.4000,0.0362,245.5204,0.0000,245.5204,1.7668,0.0000,746.8796,746.8796,14.2783,13.9194,7259.0000,186.4000,7072.6000,0.4108,1487.3689,31.3885,1518.7574,20.0605,217.7885,5771.6311,5553.8426,13.9194,13.3703,15592.5000,0.0000,15592.5000,0.5731,3878.6681,0.0000,3878.6681,27.9882,0.0000,11713.8319,11713.8319,13.3703,9.0756,9.0756,11.2229,8.6867,130301.1923,9.0756,9.0281,9.0591,11.1992,8.7829,70263.0810,9.0591,9.0138,9.0485,11.1920,8.8117,61682.1735,15.7327,1229.3750,-134581.8000,262246.4467
6511,9.3002,15.8127,0.0000,200013.8000,-200013.8000,9.1496,0.0000,29815.1686,29815.1686,446.8532,229828.9686,0.0000,-229828.9686,15.8127,14.6901,26834.7000,0.0000,26834.7000,0.9548,6507.6225,0.0000,6507.6225,46.6332,0.0000,20327.0775,20327.0775,14.6901,14.7035,0.0000,11988.2000,-11988.2000,0.6377,0.0000,1984.7307,1984.7307,31.1428,13972.9307,0.0000,-13972.9307,14.7035,14.6439,1665.4000,0.0000,1665.4000,0.0604,409.8773,0.0000,409.8773,2.9486,0.0000,1255.5227,1255.5227,14.6439,14.3027,7737.6000,29.3000,7708.3000,0.4259,1576.9382,4.9559,1581.8941,20.7986,34.2559,6160.6618,6126.4059,14.3027,13.8280,14977.9000,0.0000,14977.9000,0.5463,3706.3288,0.0000,3706.3288,26.6801,0.0000,11271.5712,11271.5712,13.8280,9.3255,9.3255,11.5768,10.2240,153360.0215,9.3255,9.2811,9.3101,11.5545,10.3249,82599.2625,9.3101,9.2677,9.3002,11.5479,10.3552,72486.4743,17.6620,1380.1357,-160815.7000,308445.7583
6512,9.5143,16.0210,0.0000,213201.7000,-213201.7000,9.7672,0.0000,31918.0490,31918.0490,477.0123,245119.7490,0.0000,-245119.7490,16.0210,14.8348,30502.4000,0.0000,30502.4000,1.0815,7376.9247,0.0000,7376.9247,52.8181,0.0000,23125.4753,23125.4753,14.8348,14.8539,0.0000,14188.7000,-14188.7000,0.7551,0.0000,2354.2565,2354.2565,36.8802,16542.9565,0.0000,-16542.9565,14.8539,14.7946,1803.0000,0.0000,1803.0000,0.0650,442.8454,0.0000,442.8454,3.1737,0.0000,1360.1546,1360.1546,14.7946,14.5086,7037.7000,72.8000,6964.9000,0.3874,1431.1487,12.3367,1443.4855,18.9184,85.1367,5606.5513,5521.4145,14.5086,14.1187,13134.2000,0.0000,13134.2000,0.4763,3241.0271,0.0000,3241.0271,23.2594,0.0000,9893.1729,9893.1729,14.1187,9.5385,9.5385,11.8286,11.0697,166045.1802,9.5385,9.4960,9.5238,11.8074,11.1724,89379.4213,9.5238,9.4833,9.5143,11.8010,11.2033,78422.8831,18.7986,1468.9492,-174985.9000,333847.4845
6513,9.7108,16.2127,0.0000,224622.6000,-224622.6000,10.3032,0.0000,33762.1450,33762.1450,503.1938,258384.7450,0.0000,-258384.7450,16.2127,14.9023,36013.9000,0.0000,36013.9000,1.2731,8688.1358,0.0000,8688.1358,62.1738,0.0000,27325.7642,27325.7642,14.9023,14.9290,0.0000,14718.4000,-14718.4000,0.7838,0.0000,2444.6942,2444.6942,38.2809,17163.0942,0.0000,-17163.0942,14.9290,14.8727,1845.0000,0.0000,1845.0000,0.0663,452.7048,0.0000,452.7048,3.2403,0.0000,1392.2952,1392.2952,14.8727,14.6446,6034.0000,191.1000,5842.9000,0.3383,1225.6505,32.4157,1258.0661,16.5225,223.5157,4808.3495,4584.8339,14.6446,14.3113,11905.0000,0.0000,11905.0000,0.4303,2932.3090,0.0000,2932.3090,21.0170,0.0000,8972.6910,8972.6910,14.3113,9.7342,9.7342,12.0227,11.6472,174708.2188,9.7342,9.6932,9.7199,12.0022,11.7515,94012.2560,9.7199,9.6809,9.7108,11.9961,11.7828,82479.8120,19.7927,1546.6279,-183734.2000,351200.2867
6514,9.8717,16.3690,0.0000,236164.9000,-236164.9000,10.8452,0.0000,35614.0059,35614.0059,529.6611,271778.9059,0.0000,-271778.9059,16.3690,15.0616,37857.5000,0.0000,37857.5000,1.3345,9114.4076,0.0000,9114.4076,65.1760,0.0000,28743.0924,28743.0924,15.0616,15.0917,0.0000,17500.4000,-17500.4000,0.9323,0.0000,2913.9910,2913.9910,45.5300,20414.3910,0.0000,-20414.3910,15.0917,15.0292,2174.3000,0.0000,2174.3000,0.0781,532.3440,0.0000,532.3440,3.8144,0.0000,1641.9560,1641.9560,15.0292,14.8534,4921.3000,356.2000,4565.1000,0.2866,997.3726,60.5409,1057.9135,13.9951,416.7409,3923.9274,3507.1865,14.8534,14.5958,9600.3000,0.0000,9600.3000,0.3463,2358.0000,0.0000,2358.0000,16.9136,0.0000,7242.3000,7242.3000,14.5958,9.8943,9.8943,12.2451,12.5328,187992.7150,9.8943,9.8547,9.8805,12.2252,12.6386,101109.0199,9.8805,9.8428,9.8717,12.2193,12.6704,88692.6518,20.7344,1620.2164,-199468.1000,377794.3868
6515,9.9712,16.4640,0.0000,247248.6000,-247248.6000,11.3649,0.0000,37361.8151,37361.8151,555.0456,284610.4151,0.0000,-284610.4151,16.4640,15.3636,32795.5000,0.0000,32795.5000,1.1535,7886.0027,0.0000,7886.0027,56.3348,0.0000,24909.4973,24909.4973,15.3636,15.3782,0.0000,16891.5000,-16891.5000,0.9004,0.0000,2826.0321,2826.0321,43.9765,19717.5321,0.0000,-19717.5321,15.3782,15.3040,2600.1000,0.0000,2600.1000,0.0932,634.1711,0.0000,634.1711,4.5503,0.0000,1965.9289,1965.9289,15.3040,15.1686,3795.8000,513.7000,3282.1000,0.2336,766.2410,87.6197,853.8607,11.4080,601.3197,3029.5590,2428.2393,15.1686,14.9432,8371.2000,0.0000,8371.2000,0.3010,2047.4561,0.0000,2047.4561,14.7021,0.0000,6323.7439,6323.7439,14.9432,9.9934,9.9934,12.4683,13.4083,201124.4213,9.9934,9.9545,9.9799,12.4488,13.5139,108110.8003,9.9799,9.9428,9.9712,12.4430,13.5455,94818.8349,21.0700,1646.4416,-217091.2000,404054.0565
6516,10.1702,16.6627,0.0000,256096.4000,-256096.4000,11.7786,0.0000,38858.5386,38858.5386,575.2466,294954.9386,0.0000,-294954.9386,16.6627,15.4502,37852.3000,0.0000,37852.3000,1.3295,9078.7030,0.0000,9078.7030,64.9328,0.0000,28773.5970,28773.5970,15.4502,15.4748,0.0000,20309.3000,-20309.3000,1.0841,0.0000,3402.5429,3402.5429,52.9456,23711.8429,0.0000,-23711.8429,15.4748,15.4086,2483.4000,0.0000,2483.4000,0.0886,604.9322,0.0000,604.9322,4.3277,0.0000,1878.4678,1878.4678,15.4086,15.3035,3151.6000,568.5000,2583.1000,0.2009,635.2499,97.0993,732.3493,9.8132,665.5993,2516.3501,1850.7507,15.3035,15.1139,7449.3000,0.0000,7449.3000,0.2666,1818.7060,0.0000,1818.7060,13.0218,0.0000,5630.5940,5630.5940,15.1139,10.1918,10.1918,12.6528,13.9996,209993.9266,10.1918,10.1540,10.1786,12.6339,14.1071,112857.1597,10.1786,10.1426,10.1702,12.6283,14.1394,98976.0635,22.1226,1728.6905,-226037.6000,421827.1498
6517,10.2795,16.7662,0.0000,264432.6000,-264432.6000,12.1764,0.0000,40214.8301,40214.8301,594.6742,304647.4301,0.0000,-304647.4301,16.7662,15.6427,36015.5000,0.0000,36015.5000,1.2615,8626.6946,0.0000,8626.6946,61.6073,0.0000,27388.8054,27388.8054,15.6427,15.6602,0.0000,19892.2000,-19892.2000,1.0622,0.0000,3343.0039,3343.0039,51.8785,23235.2039,0.0000,-23235.2039,15.6602,15.6167,1649.6000,0.0000,1649.6000,0.0588,400.8440,0.0000,400.8440,2.8706,0.0000,1248.7560,1248.7560,15.6167,15.5358,2445.5000,761.2000,1684.3000,0.1733,491.4693,130.3709,621.8402,8.4624,891.5709,1954.0307,1062.4598,15.5358,15.3702,6527.4000,0.0000,6527.4000,0.2332,1588.7303,0.0000,1588.7303,11.3875,0.0000,4938.6697,4938.6697,15.3702,10.3007,10.3007,12.8355,14.6310,219465.4938,10.3007,10.2634,10.2877,12.8168,14.7385,117907.7865,10.2877,10.2523,10.2795,12.8112,14.7707,103395.1476,22.4479,1754.1130,-238448.0000,440768.4278
